OpenROAD autotuner-v1-2861-g832b18e7 
This program is licensed under the BSD-3 license. See the LICENSE file for details.
Components of this program may be licensed under more restrictive licenses which must be honored.
[WARNING STA-0320] current_design for other than top cell not supported.
[INFO PDN-0001] Inserting grid: grid
[INFO PDN-0001] Inserting grid: CORE_macro_grid_1 - mem/Gen_dccm_enable_dccm/mem_bank_0__dccm_bank/mem
[INFO PDN-0001] Inserting grid: CORE_macro_grid_1 - mem/Gen_dccm_enable_dccm/mem_bank_1__dccm_bank/mem
[INFO PDN-0001] Inserting grid: CORE_macro_grid_1 - mem/Gen_dccm_enable_dccm/mem_bank_2__dccm_bank/mem
[INFO PDN-0001] Inserting grid: CORE_macro_grid_1 - mem/Gen_dccm_enable_dccm/mem_bank_3__dccm_bank/mem
[INFO PDN-0001] Inserting grid: CORE_macro_grid_1 - mem/Gen_dccm_enable_dccm/mem_bank_4__dccm_bank/mem
[INFO PDN-0001] Inserting grid: CORE_macro_grid_1 - mem/Gen_dccm_enable_dccm/mem_bank_5__dccm_bank/mem
[INFO PDN-0001] Inserting grid: CORE_macro_grid_1 - mem/Gen_dccm_enable_dccm/mem_bank_6__dccm_bank/mem
[INFO PDN-0001] Inserting grid: CORE_macro_grid_1 - mem/Gen_dccm_enable_dccm/mem_bank_7__dccm_bank/mem
[INFO PDN-0001] Inserting grid: CORE_macro_grid_1 - mem/icm/ic_data_inst/WAYS_0__SUBBANKS_0__ic_bank_sb_way_data.mem
[INFO PDN-0001] Inserting grid: CORE_macro_grid_1 - mem/icm/ic_data_inst/WAYS_0__SUBBANKS_1__ic_bank_sb_way_data.mem
[INFO PDN-0001] Inserting grid: CORE_macro_grid_1 - mem/icm/ic_data_inst/WAYS_0__SUBBANKS_2__ic_bank_sb_way_data.mem
[INFO PDN-0001] Inserting grid: CORE_macro_grid_1 - mem/icm/ic_data_inst/WAYS_0__SUBBANKS_3__ic_bank_sb_way_data.mem
[INFO PDN-0001] Inserting grid: CORE_macro_grid_1 - mem/icm/ic_data_inst/WAYS_1__SUBBANKS_0__ic_bank_sb_way_data.mem
[INFO PDN-0001] Inserting grid: CORE_macro_grid_1 - mem/icm/ic_data_inst/WAYS_1__SUBBANKS_1__ic_bank_sb_way_data.mem
[INFO PDN-0001] Inserting grid: CORE_macro_grid_1 - mem/icm/ic_data_inst/WAYS_1__SUBBANKS_2__ic_bank_sb_way_data.mem
[INFO PDN-0001] Inserting grid: CORE_macro_grid_1 - mem/icm/ic_data_inst/WAYS_1__SUBBANKS_3__ic_bank_sb_way_data.mem
[INFO PDN-0001] Inserting grid: CORE_macro_grid_1 - mem/icm/ic_data_inst/WAYS_2__SUBBANKS_0__ic_bank_sb_way_data.mem
[INFO PDN-0001] Inserting grid: CORE_macro_grid_1 - mem/icm/ic_data_inst/WAYS_2__SUBBANKS_1__ic_bank_sb_way_data.mem
[INFO PDN-0001] Inserting grid: CORE_macro_grid_1 - mem/icm/ic_data_inst/WAYS_2__SUBBANKS_2__ic_bank_sb_way_data.mem
[INFO PDN-0001] Inserting grid: CORE_macro_grid_1 - mem/icm/ic_data_inst/WAYS_2__SUBBANKS_3__ic_bank_sb_way_data.mem
[INFO PDN-0001] Inserting grid: CORE_macro_grid_1 - mem/icm/ic_data_inst/WAYS_3__SUBBANKS_0__ic_bank_sb_way_data.mem
[INFO PDN-0001] Inserting grid: CORE_macro_grid_1 - mem/icm/ic_data_inst/WAYS_3__SUBBANKS_1__ic_bank_sb_way_data.mem
[INFO PDN-0001] Inserting grid: CORE_macro_grid_1 - mem/icm/ic_data_inst/WAYS_3__SUBBANKS_2__ic_bank_sb_way_data.mem
[INFO PDN-0001] Inserting grid: CORE_macro_grid_1 - mem/icm/ic_data_inst/WAYS_3__SUBBANKS_3__ic_bank_sb_way_data.mem
[INFO PDN-0001] Inserting grid: CORE_macro_grid_1 - mem/icm/ic_tag_inst.WAYS_0__ICACHE_SZ_16_ic_way_tag.mem
[INFO PDN-0001] Inserting grid: CORE_macro_grid_1 - mem/icm/ic_tag_inst.WAYS_1__ICACHE_SZ_16_ic_way_tag.mem
[INFO PDN-0001] Inserting grid: CORE_macro_grid_1 - mem/icm/ic_tag_inst.WAYS_2__ICACHE_SZ_16_ic_way_tag.mem
[INFO PDN-0001] Inserting grid: CORE_macro_grid_1 - mem/icm/ic_tag_inst.WAYS_3__ICACHE_SZ_16_ic_way_tag.mem
[WARNING PDN-0110] No via inserted between metal4 and metal7 at (13.8550, 417.5000) - (14.3350, 418.6850) on VDD
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (38.9700, 265.6150) - (39.2500, 265.9800) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (42.3300, 265.6150) - (42.6100, 265.9800) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (45.6900, 265.6150) - (45.9700, 265.9800) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (49.0500, 265.6150) - (49.3300, 265.9800) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (52.4100, 265.6150) - (52.6900, 265.9800) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (55.7700, 265.6150) - (56.0500, 265.9800) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (59.1300, 265.6150) - (59.4100, 265.9800) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (62.4900, 265.6150) - (62.7700, 265.9800) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (65.8500, 265.6150) - (66.1300, 265.9800) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (69.2100, 265.6150) - (69.4900, 265.9800) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (72.5700, 265.6150) - (72.8500, 265.9800) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (75.9300, 265.6150) - (76.2100, 265.9800) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (79.2900, 265.6150) - (79.5700, 265.9800) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (82.6500, 265.6150) - (82.9300, 265.9800) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (86.0100, 265.6150) - (86.2900, 265.9800) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (89.3700, 265.6150) - (89.6500, 265.9800) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (92.7300, 265.6150) - (93.0100, 265.9800) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (96.0900, 265.6150) - (96.3700, 265.9800) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (99.4500, 265.6150) - (99.7300, 265.9800) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (102.8100, 265.6150) - (103.0900, 265.9800) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (106.1700, 265.6150) - (106.4500, 265.9800) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (109.5300, 265.6150) - (109.8100, 265.9800) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (112.8900, 265.6150) - (113.1700, 265.9800) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (116.2500, 265.6150) - (116.5300, 265.9800) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (59.2900, 921.7250) - (59.5700, 922.0900) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (62.6500, 921.7250) - (62.9300, 922.0900) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (66.0100, 921.7250) - (66.2900, 922.0900) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (69.3700, 921.7250) - (69.6500, 922.0900) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (23.5200, 921.7250) - (23.8000, 922.0900) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (26.8800, 921.7250) - (27.1600, 922.0900) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (30.2400, 921.7250) - (30.5200, 922.0900) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (33.6000, 921.7250) - (33.8800, 922.0900) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (130.8300, 921.7250) - (131.1100, 922.0900) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (134.1900, 921.7250) - (134.4700, 922.0900) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (137.5500, 921.7250) - (137.8300, 922.0900) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (140.9100, 921.7250) - (141.1900, 922.0900) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (95.0600, 921.7250) - (95.3400, 922.0900) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (98.4200, 921.7250) - (98.7000, 922.0900) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (101.7800, 921.7250) - (102.0600, 922.0900) on VSS
[WARNING PDN-0110] No via inserted between metal4 and metal5 at (105.1400, 921.7250) - (105.4200, 922.0900) on VSS
Elapsed time: 0:01.70[h:]min:sec. CPU time: user 1.61 sys 0.08 (99%). Peak memory: 303776KB.
